Observer,Date,Time,Pig,PigID,Trauma,Group,Sex,With/To,Behavior,Location,Notes,Start,Stop
NS,10/7/22,9:55:04,Bates,2,N,Y,M,No Value,Nudge.ground ,"30.015069,-97.307448",Dirt,1,0
NS,10/7/22,9:57:00,Bates,2,N,Y,M,No Value,Other,"30.015069,-97.307448",Step on top of dinner table,0,0
NS,10/7/22,9:57:20,Bates,2,N,Y,M,No Value,Nudge.ground ,"30.014856,-97.307409",Pellets,0,0
NS,10/7/22,10:00:19,Bates,2,N,Y,M,No Value,Nudge.ground ,"30.015069,-97.307448",Pellets,0,1
NS,10/7/22,10:00:43,Dora,5,Y,Y,F,No Value,Nudge.ground ,"30.014846,-97.307480",Hay,1,0
NS,10/7/22,10:03:59,Dora,5,Y,Y,F,Imogen,Get.disp,"30.015069,-97.307448",,0,0
NS,10/7/22,10:05:03,Dora,5,Y,Y,F,Atlas,Nudge.ground ,"30.015069,-97.307448",Eat dirt with rump touching Atlas,0,0
NS,10/7/22,10:06:04,Dora,5,Y,Y,F,No Value,Sniff.obj,"30.015069,-97.307448",Dinner table,0,1
NS,10/7/22,10:06:29,Atlas,1,Y,Y,M,No Value,Nudge.ground ,"30.015069,-97.307448",Dirt,1,0
NS,10/7/22,10:07:38,Atlas,1,Y,Y,M,No Value,Nudge.ground ,"30.015069,-97.307448",Dirt,0,0
NS,10/7/22,10:08:49,Atlas,1,Y,Y,M,Unknown,Attempt.disp,"30.015069,-97.307448",Displaces black and white pig with tusks (pic),0,0
NS,10/7/22,10:09:16,Atlas,1,Y,Y,M,No Value,Nudge.ground ,"30.015069,-97.307448",Dirt,0,0
NS,10/7/22,10:10:57,Atlas,1,Y,Y,M,No Value,Travel,"30.015069,-97.307448",Travel while grunting,0,0
NS,10/7/22,10:11:28,Atlas,1,Y,Y,M,No Value,Nudge.ground ,"30.015069,-97.307448",Hay,0,1
NS,10/7/22,10:12:14,Horatio,10,N,Y,M,No Value,Wag.tail,"30.015069,-97.307448",,1,0
NS,10/7/22,10:12:43,Horatio,10,N,Y,M,No Value,Grunt,"30.015069,-97.307448",,0,0
NS,10/7/22,10:13:11,Horatio,10,N,Y,M,No Value,Grunt,"30.015069,-97.307448",,0,0
NS,10/7/22,10:15:09,Horatio,10,N,Y,M,No Value,Sniff.obj,"30.015069,-97.307448",Dirt,0,0
NS,10/7/22,10:16:20,Horatio,10,N,Y,M,No Value,Wag.tail,"30.015069,-97.307448",Standing still with tail wagging,0,0
NS,10/7/22,10:17:00,Horatio,10,N,Y,M,Inigo,Grunt,"30.015069,-97.307448",Grunting at black and white splotched pig with tusks (pic),0,1
NS,10/7/22,10:19:00,Rebel,17,Y,Y,M,Juliet Dorothy,Rest.proxim,"30.015069,-97.307448",Pic,1,0
NS,10/7/22,10:24:17,Rebel,17,Y,Y,M,Juliet Dorothy,Rest.proxim,"30.015069,-97.307448",Still resting with same group,0,1
NS,10/7/22,10:24:53,Georgie,8,Y,Y,F,Dora,Rest.proxim,"30.014970,-97.307486",Rest near Dora but not touching. Facing opposite sides,1,0
NS,10/7/22,10:28:19,Georgie,8,Y,Y,F,No Value,Grunt,"30.014980,-97.307450",Grunt while still laying down,0,0
NS,10/7/22,10:30:30,Georgie,8,Y,Y,F,Juliet Dorothy,Rest.proxim,"30.014929,-97.307583",Still resting near Dora,0,0
NS,10/7/22,10:30:51,Wilbur,19,N,Y,M,No Value,Sniff.obj,"30.015069,-97.307448",Ground,1,0
NS,10/7/22,10:32:16,Wilbur,19,N,Y,M,No Value,Other,"30.015069,-97.307448","Standing, appearing to look back at NS",0,0
NS,10/7/22,10:32:41,Wilbur,19,N,Y,M,No Value,Travel,"30.015069,-97.307448",,0,0
NS,10/7/22,10:32:49,Wilbur,19,N,Y,M,No Value,Sniff.obj,"30.014917,-97.307479",Hay,0,0
NS,10/7/22,10:33:04,Wilbur,19,N,Y,M,No Value,Rest,"30.015069,-97.307448",,0,0
NS,10/7/22,10:35:45,Wilbur,19,N,Y,M,No Value,Sniff.obj,"30.015069,-97.307448",Ground,0,1
NS,10/21/22,11:39:55,Bates,2,N,Y,M,No Value,Nudge.ground ,"30.014816,-97.307352",Hay,1,0
NS,10/21/22,11:40:42,Bates,2,N,Y,M,No Value,Wag.tail,"30.015123,-97.307546",,0,0
NS,10/21/22,11:40:56,Bates,2,N,Y,M,Justice,Get.disp,"30.014697,-97.307460",Gray pig tusks (pic),0,0
NS,10/21/22,11:41:41,Bates,2,N,Y,M,No Value,Nudge.ground ,"30.015123,-97.307546",,0,0
NS,10/21/22,11:43:07,Bates,2,N,Y,M,No Value,Nudge.ground ,"30.014818,-97.307338",Dirt,0,0
NS,10/21/22,11:44:34,Bates,2,N,Y,M,Unknown,Get.disp,"30.015123,-97.307546",Unknown marbled pig with tusks pic,0,1
NS,10/21/22,11:45:16,Georgie,8,Y,Y,F,No Value,Nudge.ground ,"30.015123,-97.307546",,1,0
NS,10/21/22,11:46:42,Georgie,8,Y,Y,F,No Value,Nudge.ground ,"30.015123,-97.307546",Dirt,0,0
NS,10/21/22,11:47:09,Georgie,8,Y,Y,F,No Value,Travel,"30.015123,-97.307546",,0,0
NS,10/21/22,11:48:13,Georgie,8,Y,Y,F,No Value,Drink,"30.015123,-97.307546",,0,0
NS,10/21/22,11:49:14,Georgie,8,Y,Y,F,No Value,Travel,"30.015123,-97.307546",,0,0
NS,10/21/22,11:49:27,Georgie,8,Y,Y,F,No Value,Pee,"30.014715,-97.307367",,0,0
NS,10/21/22,11:49:37,Georgie,8,Y,Y,F,No Value,Travel,"30.014711,-97.307380",,0,0
NS,10/21/22,11:49:46,Georgie,8,Y,Y,F,No Value,Nudge.ground ,"30.014796,-97.307372",Hay,0,0
NS,10/21/22,11:50:21,Georgie,8,Y,Y,F,No Value,Nudge.ground ,"30.015123,-97.307546",Hay,0,1
NS,10/21/22,11:50:58,Dora,5,Y,Y,F,No Value,Nudge.ground ,"30.015123,-97.307546",Hay,1,0
NS,10/21/22,11:52:57,Dora,5,Y,Y,F,Unknown,Attempt.disp,"30.015123,-97.307546",Small spotted pig (pic),0,0
NS,10/21/22,11:53:30,Dora,5,Y,Y,F,No Value,Nudge.ground ,"30.014907,-97.307292",Hay,0,0
NS,10/21/22,11:56:03,Dora,5,Y,Y,F,No Value,Nudge.ground ,"30.015123,-97.307546",Hay,0,1
NS,10/21/22,11:56:46,Eleanor,6,N,Y,F,No Value,Nudge.ground ,"30.015123,-97.307546",,1,0
NS,10/21/22,11:58:57,Eleanor,6,N,Y,F,Dora,Attempt.disp,"30.015123,-97.307546",Displaces Dora,0,0
NS,10/21/22,11:59:29,Eleanor,6,N,Y,F,No Value,Nudge.ground ,"30.014899,-97.307297",Hay,0,0
NS,10/21/22,12:01:58,Eleanor,6,N,Y,F,No Value,Nudge.ground ,"30.015123,-97.307546",Hay,0,1
NS,10/21/22,12:02:44,Horatio,10,N,Y,M,No Value,Nudge.ground ,"30.015123,-97.307546",Hay,1,0
NS,10/21/22,12:07:15,Horatio,10,N,Y,M,No Value,Nudge.ground ,"30.014219,-97.307434",,0,1
NS,10/21/22,12:08:29,Atlas,1,Y,Y,M,No Value,Nudge.ground ,"30.015123,-97.307546",,1,0
NS,10/21/22,12:13:16,Atlas,1,Y,Y,M,No Value,Nudge.ground ,"30.015123,-97.307546",,0,1
NS,10/21/22,12:13:43,Thomas,18,N,Y,M,No Value,Rest,"30.014712,-97.307443",,1,0
NS,10/21/22,12:18:53,Thomas,18,N,Y,M,No Value,Rest,"30.015123,-97.307546",,0,1
NS,10/21/22,12:21:59,Rebel,17,Y,Y,M,Dorothy Rose,Rest.proxim,"30.014822,-97.307140",2 pink pigs (pic),1,0
NS,10/21/22,12:28:15,Rebel,17,Y,Y,M,Dorothy Rose,Rest.proxim,"30.014953,-97.307432",Same group,0,1
NS,10/21/22,12:32:48,Bianca,3,Y,Y,F,No Value,Nudge.ground ,"30.015123,-97.307546",,1,0
NS,10/21/22,12:34:37,Bianca,3,Y,Y,F,No Value,Wag.tail,"30.015123,-97.307546",,0,0
NS,10/21/22,12:34:45,Bianca,3,Y,Y,F,No Value,Sniff.obj,"30.014764,-97.307504",Dirt,0,0
NS,10/21/22,12:37:41,Bianca,3,Y,Y,F,Unknown,Sniff.consp,"30.014646,-97.307634",Black sleeping pig with white back left foot (pic),0,1
NS,10/21/22,12:38:58,Wilbur,19,N,Y,M,No Value,Rest,"30.015123,-97.307546",,1,0
NS,10/21/22,12:44:13,Wilbur,19,N,Y,M,No Value,Rest,"30.015123,-97.307546",,0,1
NS,10/21/22,14:13:26,Imogen,11,N,Y,F,No Value,Rest,"30.015123,-97.307546",Resting very far from other pigs,1,0
NS,10/21/22,14:18:55,Imogen,11,N,Y,F,No Value,Rest,"30.014716,-97.308274",,0,1
