Observer,Date,Time,Pig,PigID,Trauma,Group,Sex,With/To,Behavior,Location,Notes,Start,Stop
AJ,10/7/22,9:26:11 AM,Dora,5,Y,Y,F,No Value,Travel,"30.014734,-97.307306",,0,0
AJ,10/7/22,9:26:53 AM,Dora,5,Y,Y,F,No Value,Nudge.ground ,"30.014859,-97.307616",,0,0
AJ,10/7/22,9:29:38 AM,Dora,5,Y,Y,F,Rebel,Other,"30.017331,-97.305403",Rebel sniffed her butt but she didn’t react,0,0
AJ,10/7/22,9:30:07 AM,Dora,5,Y,Y,F,No Value,Gets.disp,"30.014825,-97.307112",very large gray spotted pig sniffed her but and she did move,0,0
AJ,10/7/22,9:31:21 AM,Dora,5,Y,Y,F,No Value,Nudge.ground ,"30.014881,-97.307481",,0,1
AJ,10/7/22,9:31:29 AM,Horatio,10,N,Y,M,No Value,Nudge.ground ,"30.014736,-97.307292",,1,0
AJ,10/7/22,9:32:42 AM,Horatio,10,N,Y,M,No Value,Wag.tail,"30.002828,-97.304309",,0,0
AJ,10/7/22,9:34:38 AM,Horatio,10,N,Y,M,No Value,Travel,"30.014888,-97.307516",,0,0
AJ,10/7/22,9:37:22 AM,Horatio,10,N,Y,M,No Value,Nudge.ground ,"30.016972,-97.305707",,0,1
AJ,10/7/22,9:37:35 AM,Rebel,17,Y,Y,M,No Value,Nudge.ground ,"30.014850,-97.307569",,1,0
AJ,10/7/22,9:40:14 AM,Rebel,17,Y,Y,M,No Value,Wag.tail,"30.016598,-97.306318",,0,0
AJ,10/7/22,9:43:30 AM,Rebel,17,Y,Y,M,No Value,Other,"30.004631,-97.296054",Rubbing face on dinner table. Another pig did it and then Rebel did- mimicry?,0,1
AJ,10/7/22,9:46:10 AM,Bates,2,N,Y,M,No Value,Drink,"30.014724,-97.307314",out of puddle,1,0
AJ,10/7/22,9:46:35 AM,Bates,2,N,Y,M,No Value,Travel,"30.014638,-97.307208",,0,0
AJ,10/7/22,9:46:43 AM,Bates,2,N,Y,M,No Value,Poop,"30.014852,-97.307261",,0,0
AJ,10/7/22,9:47:44 AM,Bates,2,N,Y,M,No Value,Nudge.ground ,"30.014671,-97.307438",in foresty tree area,0,0
AJ,10/7/22,9:48:20 AM,Bates,2,N,Y,M,No Value,Travel,"30.014710,-97.307336",,0,0
AJ,10/7/22,9:50:05 AM,Bates,2,N,Y,M,No Value,Nudge.ground ,"30.015932,-97.305955",,0,0
AJ,10/7/22,9:50:50 AM,Bates,2,N,Y,M,No Value,Wag.tail,"30.014907,-97.307339",,0,0
AJ,10/7/22,9:51:26 AM,Bates,2,N,Y,M,Eleanor,Nudge.ground ,"30.014917,-97.307416",,0,1
AJ,10/7/22,9:51:51 AM,Thomas,18,N,Y,M,No Value,Nudge.ground ,"30.014825,-97.307442",foaming at the mouth,1,0
AJ,10/7/22,9:52:13 AM,Thomas,18,N,Y,M,No Value,Wag.tail,"30.015028,-97.306848",,0,0
AJ,10/7/22,9:54:58 AM,Thomas,18,N,Y,M,No Value,Attempt.disp,"30.017370,-97.305416",brown pig not in study had a white stripe on back,0,0
AJ,10/7/22,9:55:30 AM,Thomas,18,N,Y,M,No Value,Travel,"30.014611,-97.307268",got off dinner table after trying to displace other pig,0,0
AJ,10/7/22,9:56:51 AM,Thomas,18,N,Y,M,No Value,Nudge.ground ,"30.014862,-97.307332",,0,1
AJ,10/7/22,9:57:11 AM,Atlas,1,Y,Y,M,No Value,Nudge.ground ,"30.015636,-97.307173",,1,0
AJ,10/7/22,9:57:59 AM,Atlas,1,Y,Y,M,No Value,Travel,"30.015028,-97.306848",,0,0
AJ,10/7/22,9:58:10 AM,Atlas,1,Y,Y,M,Horatio,Attempt.disp,"30.014981,-97.307395",displacement successful,0,0
AJ,10/7/22,10:00:04 AM,Atlas,1,Y,Y,M,No Value,Travel,"30.015028,-97.306848",,0,0
AJ,10/7/22,10:00:58 AM,Atlas,1,Y,Y,M,No Value,Travel,"30.012296,-97.307142",,0,0
AJ,10/7/22,10:01:49 AM,Atlas,1,Y,Y,M,Horatio,Attempt.disp,"30.013779,-97.308125",displacement success,0,0
AJ,10/7/22,10:03:24 AM,Imogen,11,N,Y,F,No Value,Wag.tail,"30.015028,-97.306848",,1,0
AJ,10/7/22,10:04:31 AM,Imogen,11,N,Y,F,No Value,Travel,"30.015436,-97.307413",,0,0
AJ,10/7/22,10:04:57 AM,Imogen,11,N,Y,F,No Value,Sniff.obj,"30.015436,-97.307413",sniffing another pigs backside,0,0
AJ,10/7/22,10:05:51 AM,Imogen,11,N,Y,F,No Value,Rest.proxim,"30.014878,-97.308156","with black wrinkly pig, in tree area ",0,0
AJ,10/7/22,10:08:25 AM,Imogen,11,N,Y,F,No Value,Rest.proxim,"30.014955,-97.307482",see previous,0,1
AJ,10/7/22,10:09:29 AM,Eleanor,6,N,Y,F,No Value,Nudge.ground ,"30.014779,-97.307672",,1,0
AJ,10/7/22,10:09:43 AM,Eleanor,6,N,Y,F,No Value,Wag.tail,"30.014831,-97.307410",,0,0
AJ,10/7/22,10:11:38 AM,Eleanor,6,N,Y,F,No Value,Nudge.ground ,"30.015056,-97.307407",with 2 pink pigs and a gray spotted pig (not rebel),0,0
AJ,10/7/22,10:12:45 AM,Eleanor,6,N,Y,F,No Value,Nip,"30.014880,-97.307295",gray pig w black spots not in study,0,0
AJ,10/7/22,10:13:23 AM,Eleanor,6,N,Y,F,No Value,Pee,"30.014896,-97.307209",,0,0
AJ,10/7/22,10:13:50 AM,Eleanor,6,N,Y,F,No Value,Nip,"30.015021,-97.307401",pink pig not in study,0,0
AJ,10/7/22,10:14:05 AM,Eleanor,6,N,Y,F,No Value,Attempt.disp,"30.014763,-97.307404",nipped the pink pig and displaced them,0,0
AJ,10/7/22,10:14:47 AM,Eleanor,6,N,Y,F,No Value,Nudge.ground ,"30.014886,-97.307389",,0,1
AJ,10/7/22,10:15:03 AM,Georgie,8,Y,Y,F,No Value,Rest,"30.015054,-97.307697",,1,0
AJ,10/7/22,10:20:24 AM,Georgie,8,Y,Y,F,Dora,Rest.proxim,"30.017588,-97.305296",,0,1
AJ,10/7/22,10:22:08 AM,Wilbur,19,N,Y,M,No Value,Rest.proxim,"30.014813,-97.307386",2 pigs not in study,1,0
AJ,10/7/22,10:25:12 AM,Wilbur,19,N,Y,M,No Value,Attempt.disp,"30.014900,-97.307667",wilbur is displacingg meeeee,0,0
AJ,10/7/22,10:26:27 AM,Wilbur,19,N,Y,M,No Value,Nudge.ground ,"30.012350,-97.305282",dirt,0,0
AJ,10/7/22,10:27:31 AM,Wilbur,19,N,Y,M,No Value,Travel,"30.015305,-97.307291",,0,1
AJ,10/7/22,10:27:46 AM,Bianca,3,Y,Y,F,Bates,Rest.proxim,"30.015344,-97.307275",w bates and another white pig with black spots,1,0
AJ,10/7/22,10:33:24 AM,Bianca,3,Y,Y,F,No Value,Rest.proxim,"30.014848,-97.307160",see previous,0,1
AJ,10/21/22,11:37:52 AM,Wilbur,19,N,Y,M,No Value,Travel,"30.014862,-97.307033",,1,0
AJ,10/21/22,11:38:48 AM,Wilbur,19,N,Y,M,No Value,Nudge.ground ,"30.014947,-97.307144",,0,0
AJ,10/21/22,11:40:35 AM,Wilbur,19,N,Y,M,No Value,Wag.tail,"30.015224,-97.307397",,0,0
AJ,10/21/22,11:43:46 AM,Wilbur,19,N,Y,M,No Value,Nudge.ground ,"30.014781,-97.307375",,0,1
AJ,10/21/22,11:44:17 AM,Imogen,11,N,Y,F,No Value,Nudge.ground ,"30.014999,-97.306948",,1,0
AJ,10/21/22,11:44:29 AM,Imogen,11,N,Y,F,No Value,Wag.tail,"30.014965,-97.307355",,0,0
AJ,10/21/22,11:44:38 AM,Imogen,11,N,Y,F,Wilbur,Nudge.ground ,"30.014996,-97.307175",,0,0
AJ,10/21/22,11:45:34 AM,Imogen,11,N,Y,F,No Value,Travel,"30.014999,-97.306948",,0,0
AJ,10/21/22,11:45:47 AM,Imogen,11,N,Y,F,Rebel,Attempt.disp,"30.014934,-97.307323",successful,0,0
AJ,10/21/22,11:49:53 AM,Imogen,11,N,Y,F,No Value,Nudge.ground ,"30.014999,-97.306948",,0,1
AJ,10/21/22,11:50:16 AM,Horatio,10,N,Y,M,No Value,Nudge.ground ,"30.014749,-97.307544",,1,0
AJ,10/21/22,11:50:37 AM,Horatio,10,N,Y,M,No Value,Wag.tail,"30.014816,-97.307390",,0,0
AJ,10/21/22,11:55:02 AM,Horatio,10,N,Y,M,No Value,Nudge.ground ,"30.014840,-97.307346",,0,1
AJ,10/21/22,11:57:29 AM,Rebel,17,Y,Y,M,No Value,Nudge.ground ,"30.017934,-97.307536",,1,0
AJ,10/21/22,11:58:15 AM,Rebel,17,Y,Y,M,No Value,Wag.tail,"30.014758,-97.307366",,0,0
AJ,10/21/22,12:02:43 PM,Rebel,17,Y,Y,M,No Value,Nudge.ground ,"30.014074,-97.307267",,0,1
AJ,10/21/22,12:02:55 PM,Bianca,3,Y,Y,F,No Value,Nudge.ground ,"30.014705,-97.307453",,1,0
AJ,10/21/22,12:03:48 PM,Bianca,3,Y,Y,F,No Value,Wag.tail,"30.014718,-97.307412",,0,0
AJ,10/21/22,12:05:50 PM,Bianca,3,Y,Y,F,No Value,Nudge.ground ,"30.014866,-97.307411",,0,0
AJ,10/21/22,12:06:58 PM,Bianca,3,Y,Y,F,No Value,Travel,"30.014841,-97.307391",,0,0
AJ,10/21/22,12:07:37 PM,Bianca,3,Y,Y,F,No Value,Nudge.ground ,"30.014842,-97.307403",,0,1
AJ,10/21/22,12:07:53 PM,Bates,2,N,Y,M,No Value,Nudge.ground ,"30.014702,-97.307309",,1,0
AJ,10/21/22,12:10:33 PM,Bates,2,N,Y,M,No Value,Nudge.ground ,"30.014823,-97.307437",,0,1
AJ,10/21/22,12:13:56 PM,Dora,5,Y,Y,F,No Value,Nudge.ground ,"30.013776,-97.301886",,1,0
AJ,10/21/22,12:19:27 PM,Dora,5,Y,Y,F,No Value,Nudge.ground ,"30.014853,-97.307342",,0,1
AJ,10/21/22,12:19:46 PM,Georgie,8,Y,Y,F,Atlas,Nudge.ground ,"30.014815,-97.307342",,1,0
AJ,10/21/22,12:21:03 PM,Georgie,8,Y,Y,F,No Value,Sniff.obj,"30.014563,-97.307770",sniffing a pile of hay,0,0
AJ,10/21/22,12:25:11 PM,Georgie,8,Y,Y,F,No Value,Nudge.ground ,"30.014999,-97.306948",,0,1
AJ,10/21/22,12:25:15 PM,Atlas,1,Y,Y,M,No Value,Nudge.ground ,"30.014842,-97.307456",,1,0
AJ,10/21/22,12:27:47 PM,Atlas,1,Y,Y,M,No Value,Travel,"30.014752,-97.307581",,0,0
AJ,10/21/22,12:30:15 PM,Atlas,1,Y,Y,M,Georgie,Nudge.ground ,"30.014838,-97.307496",,0,1
AJ,10/21/22,12:30:27 PM,Thomas,18,N,Y,M,No Value,Rest,"30.014846,-97.307472",,1,0
AJ,10/21/22,12:35:14 PM,Thomas,18,N,Y,M,No Value,Rest,"30.014740,-97.307466",,0,1
AJ,10/21/22,12:35:25 PM,Eleanor,6,N,Y,F,No Value,Nudge.ground ,"30.014819,-97.307424",,1,0
AJ,10/21/22,12:36:10 PM,Eleanor,6,N,Y,F,No Value,Wag.tail,"30.014740,-97.307486",,0,0
AJ,10/21/22,12:36:19 PM,Eleanor,6,N,Y,F,No Value,Travel,"30.014883,-97.307270",,0,0
AJ,10/21/22,12:36:48 PM,Eleanor,6,N,Y,F,Dora,Nudge.ground ,"30.014855,-97.307329",,0,0
AJ,10/21/22,12:40:24 PM,Eleanor,6,N,Y,F,No Value,Nudge.ground ,"30.014831,-97.307531",,0,1
NS,9/23/22,9:07:15,Imogen,11,N,Y,F,No Value,Wag.tail,"30.015058,-97.307120",,1,0
NS,9/23/22,9:07:33,Imogen,11,N,Y,F,No Value,Nudge.ground ,"30.015058,-97.307120",,0,0
NS,9/23/22,9:07:45,Imogen,11,N,Y,F,No Value,Rest,"30.014723,-97.307470",Laying in straw pile,0,0
NS,9/23/22,9:12:18,Imogen,11,N,Y,F,No Value,Rest,"30.018278,-97.307556",,0,1
NS,9/23/22,9:12:41,Horatio,10,N,Y,M,No Value,Nudge.ground ,"30.015058,-97.307120",,1,0
NS,9/23/22,9:14:06,Horatio,10,N,Y,M,No Value,Wag.tail,"30.016559,-97.307477",,0,0
NS,9/23/22,9:14:30,Horatio,10,N,Y,M,No Value,Travel,"30.014770,-97.307433",,0,0
NS,9/23/22,9:14:45,Horatio,10,N,Y,M,No Value,Take.alt.rt,"30.014749,-97.307497",Going off path in woods,0,0
NS,9/23/22,9:15:10,Horatio,10,N,Y,M,No Value,Other,"30.014716,-97.307459",Sniff conspecific,0,0
NS,9/23/22,9:15:29,Horatio,10,N,Y,M,No Value,Nudge.ground ,"30.014707,-97.307488",,0,0
NS,9/23/22,9:15:38,Horatio,10,N,Y,M,No Value,Wag.tail,"30.014759,-97.307524",,0,0
NS,9/23/22,9:16:26,Horatio,10,N,Y,M,Other,Wag.tail,"30.014761,-97.307535",Wagging tail and standing still. Next to Mercutio and Falstaff,0,0
NS,9/23/22,9:17:22,Horatio,10,N,Y,M,Other,Rest,"30.015058,-97.307120",Lay next to Mercutio and Falstaff,0,0
NS,9/23/22,9:19:52,Eleanor,6,N,Y,F,Other,Nudge.ground ,"30.018012,-97.307555",Eat dirt with Jordan,1,0
NS,9/23/22,9:21:23,Eleanor,6,N,Y,F,Other,Nudge.ground ,"30.018009,-97.307546",Starts digging in the ground with snout and eating mud next to Jordan,0,0
NS,9/23/22,9:23:38,Eleanor,6,N,Y,F,Unknown,Attempt.disp,"30.015058,-97.307120",Displace marbled pig with tusks (pic),0,0
NS,9/23/22,9:24:25,Eleanor,6,N,Y,F,Other,Nudge.ground ,"30.015058,-97.307120","Eat dirt
With Jordan",0,0
NS,9/23/22,9:25:34,Eleanor,6,N,Y,F,No Value,Nudge.ground ,"30.015058,-97.307120",,0,1
NS,9/23/22,9:29:39,Thomas,18,N,Y,M,No Value,Rest,"30.018330,-97.307561",,1,0
NS,9/23/22,9:31:29,Thomas,18,N,Y,M,No Value,Other,"30.014706,-97.307584",Wakes up,0,0
NS,9/23/22,9:31:41,Thomas,18,N,Y,M,No Value,Rest,"30.014896,-97.307515",Resting again,0,0
NS,9/23/22,9:35:04,Thomas,18,N,Y,M,No Value,Rest,"30.016607,-97.307477",Still resting,0,1
NS,9/23/22,9:35:44,Rebel,17,Y,Y,M,Other,Sniff.consp,"30.015058,-97.307120",With Defiance,1,0
NS,9/23/22,9:38:23,Rebel,17,Y,Y,M,Other,Rest.proxim,"30.015058,-97.307120",Sleep next to Defiance,0,0
NS,9/23/22,9:41:12,Rebel,17,Y,Y,M,No Value,Rest,"30.014936,-97.307512",,0,1
NS,9/23/22,9:42:20,Atlas,1,Y,Y,M,No Value,Sniff.obj,"30.015500,-97.307511",Dinner table,1,0
NS,9/23/22,9:43:21,Atlas,1,Y,Y,M,No Value,Nudge.ground ,"30.015058,-97.307120",,0,0
NS,9/23/22,9:44:57,Atlas,1,Y,Y,M,No Value,Nudge.ground ,"30.017477,-97.307537",Dirt,0,0
NS,9/23/22,9:46:49,Atlas,1,Y,Y,M,No Value,Nudge.ground ,"30.014799,-97.307427",,0,1
NS,9/23/22,10:02:30,Georgie,8,Y,Y,F,Bates,Rest.proxim,"30.014979,-97.307469",With Bates and Champion,1,0
NS,9/23/22,10:07:31,Georgie,8,Y,Y,F,Other,Rest.proxim,"30.018160,-97.307551",With Bates and Champion,0,1
NS,9/23/22,10:10:39,Dora,5,Y,Y,F,No Value,Rest.proxim,"30.016924,-97.307529",With Dora and gray pig,1,0
NS,9/23/22,10:16:20,Dora,5,Y,Y,F,No Value,Rest.proxim,"30.015147,-97.307393",Still resting,0,1
NS,9/23/22,11:31:43,Bates,2,N,Y,M,No Value,Nudge.ground ,"30.014782,-97.307387",,1,0
NS,9/23/22,11:34:54,Bates,2,N,Y,M,Other,Other,"30.018187,-97.307551",Vivian tired to bite Bates’s tail but Bates moved away,0,0
NS,9/23/22,11:35:52,Bates,2,N,Y,M,Other,Other,"30.016531,-97.307444",Tail bite Edith? (pic),0,0
NS,9/23/22,11:36:35,Bates,2,N,Y,M,No Value,Nudge.ground ,"30.015058,-97.307120",,0,1
NS,9/23/22,11:39:38,Bianca,3,Y,Y,F,No Value,Nudge.ground ,"30.015672,-97.307476",,1,0
NS,9/23/22,11:42:29,Bianca,3,Y,Y,F,Other,Other,"30.018091,-97.307541",Snapped at by Daley,0,0
NS,9/23/22,11:44:47,Bianca,3,Y,Y,F,No Value,Nudge.ground ,"30.015058,-97.307120",,0,1
NS,9/23/22,11:45:03,Wilbur,19,N,Y,M,No Value,Nudge.ground ,"30.014902,-97.307353",,1,0
NS,9/23/22,11:46:56,Wilbur,19,N,Y,M,No Value,Nudge.ground ,"30.016585,-97.307479",Eat pellets and dirt,0,0
NS,9/23/22,11:49:16,Wilbur,19,N,Y,M,Other,Grunt,"30.004645,-97.300148",Grunt as Mercutio approaches,0,0
NS,9/23/22,11:50:14,Wilbur,19,N,Y,M,No Value,Nudge.ground ,"30.016527,-97.307509",,0,0
NS,9/23/22,11:50:24,Wilbur,19,N,Y,M,No Value,Rest,"30.014947,-97.307404",Lay down,0,1
NS,9/30/22,9:29:15,Atlas,1,Y,Y,M,No Value,Grunt,"30.014934,-97.307460",,1,0
NS,9/30/22,9:29:47,Atlas,1,Y,Y,M,No Value,Nudge.ground ,"30.014933,-97.307449",,0,0
NS,9/30/22,9:30:45,Atlas,1,Y,Y,M,No Value,Nudge.ground ,"30.015069,-97.307448",Dirt,0,0
NS,9/30/22,9:31:58,Atlas,1,Y,Y,M,Unknown,Get.disp,"30.014553,-97.307577",Displaced by black pig with white forehead mark (pic),0,0
NS,9/30/22,9:32:30,Atlas,1,Y,Y,M,No Value,Nudge.ground ,"30.015069,-97.307448",Dirt,0,0
NS,9/30/22,9:34:16,Atlas,1,Y,Y,M,Othello,Gets.disp,"30.017490,-97.306175",Pic,0,0
NS,9/30/22,9:35:40,Eleanor,6,N,Y,F,No Value,Rest,"30.015069,-97.307448",,1,0
NS,9/30/22,9:36:44,Eleanor,6,N,Y,F,Unknown,Other,"30.015069,-97.307448",Licked by unknown black and white (vid),0,0
NS,9/30/22,9:38:00,Eleanor,6,N,Y,F,No Value,Other,"30.015069,-97.307448",Get up,0,0
NS,9/30/22,9:38:21,Eleanor,6,N,Y,F,No Value,Nudge.ground ,"30.015069,-97.307448",Dirt,0,0
NS,9/30/22,9:40:27,Eleanor,6,N,Y,F,No Value,Travel,"30.015069,-97.307448",,0,0
NS,9/30/22,9:41:35,Thomas,18,N,Y,M,No Value,Nudge.ground ,"30.015069,-97.307448",Dirt,1,0
NS,9/30/22,9:42:30,Thomas,18,N,Y,M,Mercutio,Grunt,"30.015069,-97.307448",,0,0
NS,9/30/22,9:43:02,Thomas,18,N,Y,M,No Value,Nudge.ground ,"30.014891,-97.307408",Dirt,0,0
NS,9/30/22,9:46:44,Thomas,18,N,Y,M,No Value,Nudge.ground ,"30.015069,-97.307448",Dirt,0,1
NS,9/30/22,9:49:05,Georgie,8,Y,Y,F,Dora,Rest.proxim,"30.016843,-97.306443",,1,0
NS,9/30/22,9:51:51,Georgie,8,Y,Y,F,Dora,Grunt,"30.017832,-97.306012","Grunts as Dora gets up, then go back to resting",0,0
NS,9/30/22,9:54:05,Georgie,8,Y,Y,F,Dora,Rest,"30.017520,-97.306176",,0,1
NS,9/30/22,9:55:10,Rebel,17,Y,Y,M,No Value,Nudge.ground ,"30.014957,-97.307475",Dirt,1,0
NS,9/30/22,10:00:15,Rebel,17,Y,Y,M,No Value,Nudge.ground ,"30.017846,-97.306003",Dirt,0,1
NS,9/30/22,10:01:26,Horatio,10,N,Y,M,No Value,Travel,"30.014892,-97.307411",,1,0
NS,9/30/22,10:02:59,Horatio,10,N,Y,M,Unknown,Nudge.ground ,"30.015069,-97.307448",Eat dirt with unknown black pig with white belly (pic),0,0
NS,9/30/22,10:03:51,Horatio,10,N,Y,M,No Value,Nudge.ground ,"30.014708,-97.307495",,0,0
NS,9/30/22,10:04:36,Horatio,10,N,Y,M,Unknown,Rest,"30.015069,-97.307448",Rest next to same unknown large black pig white belly,0,0
NS,9/30/22,10:06:30,Horatio,10,N,Y,M,Unknown,Rest,"30.017138,-97.306384",,0,1
NS,9/30/22,10:07:57,Bates,2,N,Y,M,No Value,Nudge.ground ,"30.017117,-97.306359",Hay,1,0
NS,9/30/22,10:11:00,Bates,2,N,Y,M,No Value,Travel,"30.017246,-97.306263",,0,0
NS,9/30/22,10:11:13,Bates,2,N,Y,M,No Value,Nudge.ground ,"30.014943,-97.307529",Dirt,0,0
NS,9/30/22,10:11:36,Bates,2,N,Y,M,No Value,Travel,"30.015069,-97.307448",,0,0
NS,9/30/22,10:11:59,Bates,2,N,Y,M,No Value,Wag.tail,"30.015069,-97.307448",,0,0
NS,9/30/22,10:12:11,Bates,2,N,Y,M,No Value,Nudge.ground ,"30.014980,-97.307511",Dirt,0,0
NS,9/30/22,10:12:27,Bates,2,N,Y,M,No Value,Travel,"30.015069,-97.307448",,0,0
NS,9/30/22,10:12:55,Bates,2,N,Y,M,No Value,Nudge.ground ,"30.015069,-97.307448",Dirt,0,1
NS,9/30/22,10:14:12,Dora,5,Y,Y,F,No Value,Nudge.ground ,"30.014891,-97.307433",,1,0
NS,9/30/22,10:14:20,Dora,5,Y,Y,F,No Value,Grunt,"30.014897,-97.307419",Approach observer,0,0
NS,9/30/22,10:14:55,Dora,5,Y,Y,F,No Value,Travel,"30.015069,-97.307448",,0,0
NS,9/30/22,10:15:12,Dora,5,Y,Y,F,No Value,Nudge.ground ,"30.015069,-97.307448",Hay,0,0
NS,9/30/22,10:15:32,Dora,5,Y,Y,F,No Value,Nudge.ground ,"30.015069,-97.307448",Dirt,0,0
NS,9/30/22,10:15:43,Dora,5,Y,Y,F,Wilbur,Other,"30.014867,-97.307364",Bit on face (no wound) by Wilbur? (Pic),0,0
NS,9/30/22,10:16:44,Dora,5,Y,Y,F,No Value,Nudge.ground ,"30.015069,-97.307448",Dirt,0,0
NS,9/30/22,10:16:54,Dora,5,Y,Y,F,Wilbur,Get.disp,"30.014939,-97.307407",,0,0
NS,9/30/22,10:17:19,Dora,5,Y,Y,F,No Value,Nudge.ground ,"30.015069,-97.307448",Dirt,0,0
NS,9/30/22,10:19:19,Dora,5,Y,Y,F,No Value,Nudge.ground ,"30.016156,-97.306852",,0,1
NS,9/30/22,10:19:58,Imogen,11,N,Y,F,No Value,Rest,"30.015069,-97.307448",Other pig about 2m away. Gray with white face (pic),1,0
NS,9/30/22,10:25:12,Imogen,11,N,Y,F,No Value,Rest,"30.017857,-97.305998",,0,1
NS,9/30/22,10:26:50,Bianca,3,Y,Y,F,No Value,Sniff.obj,"30.016513,-97.306587",Dirt,0,0
NS,9/30/22,10:29:33,Bianca,3,Y,Y,F,No Value,Sniff.obj,"30.017158,-97.306314",Tree,0,0
NS,9/30/22,10:29:45,Bianca,3,Y,Y,F,No Value,Sniff.obj,"30.014973,-97.307301",Ground,0,0
NS,9/30/22,10:30:13,Bianca,3,Y,Y,F,No Value,Other,"30.015069,-97.307448",Rub snout on tree branch,0,0
NS,9/30/22,10:31:08,Bianca,3,Y,Y,F,No Value,Travel,"30.015069,-97.307448",,0,0
NS,9/30/22,10:31:47,Bianca,3,Y,Y,F,No Value,Drink,"30.015138,-97.307351",,0,1
NS,9/30/22,10:36:02,Wilbur,19,N,Y,M,No Value,Rest,"30.017512,-97.305717",,1,0
NS,9/30/22,10:36:25,Wilbur,19,N,Y,M,No Value,Grunt,"30.014880,-97.307424",,0,0
NS,9/30/22,10:36:35,Wilbur,19,N,Y,M,No Value,Rest,"30.014831,-97.307364",,0,0
NS,9/30/22,10:41:05,Wilbur,19,N,Y,M,No Value,Rest,"30.016868,-97.306449",,0,1
NS,10/7/22,9:25:37,Imogen,11,N,Y,F,No Value,Wag.tail,"30.014849,-97.307288",,1,0
NS,10/7/22,9:25:55,Imogen,11,N,Y,F,No Value,Other,"30.014836,-97.307456",Lay down,0,0
NS,10/7/22,9:26:06,Imogen,11,N,Y,F,Other,Snout.tch,"30.014834,-97.307453",Black and white male tusks (not Dora),0,0
NS,10/7/22,9:27:18,Imogen,11,N,Y,F,Maybelle,Sniff.consp,"30.014864,-97.307456",Pink pig (pic),0,0
NS,10/7/22,9:27:55,Imogen,11,N,Y,F,No Value,Other,"30.015069,-97.307448",Rub face and body against branch,0,0
NS,10/7/22,9:28:15,Imogen,11,N,Y,F,No Value,Travel,"30.015069,-97.307448",,0,0
NS,10/7/22,9:28:56,Imogen,11,N,Y,F,No Value,Sniff.obj,"30.015069,-97.307448",Ground,0,0
NS,10/7/22,9:29:32,Imogen,11,N,Y,F,No Value,Nudge.ground ,"30.014746,-97.307379",Dirt,0,0
NS,10/7/22,9:30:41,Imogen,11,N,Y,F,No Value,Nudge.ground ,"30.014711,-97.307349",Dirt,0,1
NS,10/7/22,9:31:29,Bianca,3,Y,Y,F,No Value,Sniff.obj,"30.014646,-97.307327",Ground,1,0
NS,10/7/22,9:31:46,Bianca,3,Y,Y,F,No Value,Grunt,"30.014619,-97.307372",,0,0
NS,10/7/22,9:32:05,Bianca,3,Y,Y,F,No Value,Travel,"30.014601,-97.307279",,0,0
NS,10/7/22,9:32:13,Bianca,3,Y,Y,F,No Value,Drink,"30.014675,-97.307336",From puddle,0,0
NS,10/7/22,9:33:07,Bianca,3,Y,Y,F,No Value,Nudge.ground ,"30.015069,-97.307448",,0,0
NS,10/7/22,9:34:07,Bianca,3,Y,Y,F,No Value,Pee,"30.014627,-97.307326",,0,0
NS,10/7/22,9:34:27,Bianca,3,Y,Y,F,No Value,Grunt,"30.015069,-97.307448",,0,0
NS,10/7/22,9:34:42,Bianca,3,Y,Y,F,No Value,Sniff.obj,"30.015069,-97.307448",Hay,0,0
NS,10/7/22,9:35:09,Bianca,3,Y,Y,F,No Value,Nudge.ground ,"30.015069,-97.307448",Hay,0,0
NS,10/7/22,9:36:30,Bianca,3,Y,Y,F,No Value,Other,"30.014626,-97.307330",Grab bunch of hay in mouth and carry and eat it while walking,0,1
NS,10/7/22,9:39:29,Thomas,18,N,Y,M,No Value,Sniff.obj,"30.015069,-97.307448",Dinner table,1,0
NS,10/7/22,9:39:55,Thomas,18,N,Y,M,No Value,Other,"30.015069,-97.307448",Rub face against dinner table,0,0
NS,10/7/22,9:40:11,Thomas,18,N,Y,M,Dora,Attempt.disp,"30.015069,-97.307448",Displace Dora,0,0
NS,10/7/22,9:40:30,Thomas,18,N,Y,M,Mercutio,Attempt.disp,"30.015069,-97.307448",Displace black and white pig with tusks (pic),0,0
NS,10/7/22,9:41:22,Thomas,18,N,Y,M,No Value,Wag.tail,"30.015069,-97.307448",,0,0
NS,10/7/22,9:42:41,Thomas,18,N,Y,M,No Value,Sniff.obj,"30.015069,-97.307448",Ground,0,0
NS,10/7/22,9:42:57,Thomas,18,N,Y,M,No Value,Other,"30.015069,-97.307448",Lay down,0,0
NS,10/7/22,9:44:02,Thomas,18,N,Y,M,No Value,Rest,"30.015069,-97.307448",,0,1
NS,10/7/22,9:44:35,Thomas,18,N,Y,M,No Value,Rest,"30.015069,-97.307448",,0,1
NS,10/7/22,9:49:21,Eleanor,6,N,Y,F,No Value,Grunt,"30.015069,-97.307448",,1,0
NS,10/7/22,9:50:58,Eleanor,6,N,Y,F,No Value,Nudge.ground ,"30.015069,-97.307448",Hay,0,0
NS,10/7/22,9:53:40,Eleanor,6,N,Y,F,Horatio,Nudge.ground ,"30.014835,-97.307321",Hay,0,0
NS,10/7/22,9:54:05,Eleanor,6,N,Y,F,No Value,Nudge.ground ,"30.015069,-97.307448",Hay,0,1
